id,artist,field_name,text,date,institution
IT66,21,wikidata_id,"Alfonso Angel Yangco Ossorio (August 2, 1916 – December 5, 1990) was a Filipino American abstract expressionist artist who was born in Manila in 1916 to wealthy Filipino parents from the province of Negros Occidental. His heritage was Hispanic, Filipino, and Chinese. Between the ages of eight and thirteen, he attended school in England. At age fourteen, he moved to the United States. Ossorio attended Portsmouth Priory (now Portsmouth Abbey School) in Rhode Island, graduating in 1934. From 1934 to 1938, he studied fine art at Harvard University and then continued his studies at the Rhode Island School of Design. He became an American citizen in 1933 and served as a medical illustrator in the United States Army during World War II.

Ossorio's early work was surrealist. He was an admirer and early collector of the paintings of Jackson Pollock and a young Joseph Glasco who counted him as a good friend, and whose works influenced and were influenced by Ossorio. He also established a contact between Pollock and the young gallery owner Paul Facchetti from Paris through the painter and art historian Michel Tapié. Facchetti realized Pollock's first solo exhibition in Europe in 1952. In the early 1950s, Ossorio was pouring oil and enamel paints onto canvas in the style of the first abstract expressionist movement in the US.

In 1950, he was commissioned by the parish of St. Joseph in Victorias City, Negros Occidental in the Philippines to do a mural which would be known as ""The Angry Christ"" to complete the reconstruction of the church built by the Czech architect Antonín Raymond. Ossorio had this to say in a 1968 interview. ""(The Angry Christ) is a continual last judgment with the sacrifice of the mass that is the continual reincarnation of God coming into this world. And it worked out beautifully because the services take place usually very early because of the heat and the church had been oriented so that the sun would come in and strike the celebrant as he stood at the altar with this enormous figure behind him. It worked, if I do say so myself. And although they loathed it at the time it was done it is almost now a place of pilgrimage.""

Ossorio traveled to Paris to meet Jean Dubuffet in 1950. Dubuffet's interest in art brut opened up new vistas for Ossorio, who found release from society's preconceptions in the unstudied creativity of insane asylum inmates and children. On the advice of Pollock, Ossorio purchased an expansive 60-acre (240,000 m) estate, ""The Creeks"", in East Hampton in 1951, and lived there for more than forty years. He arranged to house and display Dubuffet's art brut collection there. In the 1950s, Ossorio began to create works resembling Dubuffet's assemblages. He affixed shells, bones, driftwood, nails, dolls' eyes, cabinet knobs, dice, costume jewelry, mirror shards, and children's toys to the panel surface. Ossorio called these assemblages congregations, with the term's obvious religious connotation.

Ossorio was represented alongside Dubuffet and nearly 140 other artists in the Museum of Modern Art's 1961 exhibition The Art of Assemblage, which introduced the practice to a broad public.

Ossorio died in New York City in 1990. Half his ashes were scattered at his grand estate The Creeks and the other half came to rest nine years later at Green River Cemetery alongside the remains of many other famous artists, writers and critics. After his death, his partner Edward ""Ted"" Dragon arranged for the sale of The Creeks, eventually selling it to Ronald Perelman complete with many of Ossorio's brightly colored found object art sculptures placed in among the groves of exotic evergreens that Ossorio had carefully planted in his final 20 years of life. Outside of The Creeks, Harvard Art Museum (Massachusetts), the Honolulu Museum of Art, the Housatonic Museum of Art (Bridgeport, Connecticut), and Washington D.C museums The Phillips Collection, National Gallery of Art, and Smithsonian American Art Museum, are among the public collections holding work by Alfonso A. Ossorio.",2026,1
IT67,21,,"Also known as
Alfonso A. Ossorio
Born
Manila, Philippines
Died
New York, New York, United States
Active in
East Hampton, New York, United States
born Manila, Philippines 1916-died New York City 1990",2026,2
IT68,21,ArtistBio,"American, born Philippines. 1916–1990",2026,0
IT69,21,Gender,male,2026,0
IT70,22,,"Why do societies value some things but not others? This is one of the many questions Conceptual artist Stephanie Syjuco explores in her shape-shifting work, which spans photography, sculpture, installation, performance, and digital networks. As Syjuco puts it, “I’m interested in how objects reflect cultural moments, and I’m trying to figure out…why we value what we value.”
1


Born in the Philippines, Syjuco was three years old when she and her mother immigrated to the United States. Her curiosity about what it means to be an “authentic Filipino”—combined with a spirit of antiestablishment irreverence and a generous impulse towards collaboration—propelled many of her early performances and installations. In her 2009 performance COPYSTAND, Syjuco and other artists created a shop at the Frieze Art Fair, where they made and sold deeply discounted counterfeit “copies” of artworks for sale elsewhere at the same fair. The following year, for the P.S.1 Contemporary Art Center’s 1969 exhibition, Syjuco constructed copies of sculptures by the German Conceptual artist Joseph Beuys and the American sculptor Robert Morris—works in MoMA’s collection that were deemed too fragile to exhibit—out of various objects she had collected. In both projects, Syjuco explored notions of originality and authenticity, which typically impact how a viewer might perceive an artwork’s meaning and value.

If Syjuco’s performances encourage a viewer to question an object’s value, her photographs point out our tendency to associate photographs with concepts of truth or documentary. The series Cargo Cults (2013–17) is styled after historic ethnographic studio portraits, like those made of people in the Philippines during the 19th and 20th centuries. Syjuco’s photographs reference the ways in which women around the world have used textiles to make head and face coverings, such as the niqab worn by some Muslim women. The series demonstrates how the camera and conventions of portraiture can objectify a person and erase cultural differences.

In Cargo Cults: Head Bundle (2013–16), the artist appears in front of fabrics printed in black-and-white chevrons and stripes, enveloped in items that she purchased from big-box stores like Target. Swathed in patterns that fast-fashion producers co-opted into contemporary trends, and that are made by underpaid factory workers, Syjuco’s figure blends into the backdrop.  Her costumes, while they appear elaborate, are clearly identifiable from labels and price tags. Syjuco purchased her costumes and props with her credit card and later returned them for a refund. Using the tools of photography, she reveals our own society’s reverence for commodities, and for the ways that patterns and styles have filtered into contemporary dress—a process writer Emily Holmes calls “the commodification of cultural appropriation.”
2


The series’ title, Cargo Cults, is a problematic term coined by anthropologists in the 1940s to describe tribes in the Pacific Islands that formed religions around commodities. Ethnographic photographs made by American and European photographers often depicted tribe members as exotic and unfamiliar to viewers back home. In Syjuco’s portraits, gray bars and gradients appear around the edges of each image, or, in Cargo Cults: Cover-Up, at the center of the photograph. These are color-correction tools used in a wide variety of images, including those made by anthropologists, art historians, and product photographers. By including the gray bar, which is typically cropped out of a final image, Syjuco alludes to the ways in which ethnographic photographs are far from being unbiased documents.

Patterned garments also appear in Syjuco’s Applicant Photos series. Featuring grids of the same image repeated six times, these small-scale, passport-style images could have been made in photobooths found in cities around the world. Whereas passport photographs reveal a person’s unique facial features, Syjuco conceals the sitters’ faces with textiles decorated with geometric shapes. Created between 2013 and 2017, amid global migrant crises and a surge of anti-immigration policies in the US, Syjuco’s series reminds viewers that, for millions of people, identity is incriminating. For Syjuco, what unites her work across mediums—from installation and sculpture to performance and video—is the way she interacts with her raw materials. “Whether the concept is about digital networks, a database, or a communication structure,” she has said, “usually there’s some form of evidence, like a processed object, installation, or collection of things. Somehow, I want to make the evidence of these larger ideas.”
3",2026,0
IT71,22,wikidata_id,"Stephanie Syjuco (born 1974, in Manila, Philippines), is a Filipino-born American conceptual artist and educator. She works in photography, sculpture, and installation art. Born in the Philippines, she moved to the San Francisco Bay Area in 1977. She lives in Oakland, California, and teaches art at the University of California, Berkeley.",2026,1
IT72,22,ArtistBio,"American, born Philippines 1974",2026,0
IT73,22,Gender,female,2026,0
IT74,22,,"American, born Manila, Philippines, 1974",2026,3
IT75,22,,"Born
Manila, Philippines
Active in
San Francisco, California, United States",2026,2
IT76,23,wikidata_id,"Saya Woolfalk (born 1979, Gifu City, Japan) is an American artist known for her multimedia exploration of hybridity, science, race and sex. Woolfalk uses science fiction and fantasy to reimagine the world in multiple dimensions.

Saya Woolfalk is represented by Leslie Tonkonow Artworks & Projects, New York. She was a graduate advisor at the Art Institute of Chicago and a BFA critic at Parsons School of Design in 2012. She was also a visiting artist at Montclair State University in 2012 and 2013. Woolfalk was an adjunct professor at Parsons from 2013 to 2018.",2026,1
IT77,24,,"born San Francisco, CA 1978
Born
San Francisco, California, United States
Active in
Los Angeles, California, United States",2026,2
IT78,22,Nationality,American,2026,6
IT79,22,Roles,Photographer,2026,6
IT80,22,Birth Place Description,"Manila, Philippines, Asia",2026,6
IT81,22,Brief Text,"born Philippines, 1974",2026,6
IT82,17,ulan_url,"Rodriguez, Cristina Lei (American painter, sculptor, and installation artist, born 1974)",2026,3
IT83,29,ArtistBio,"American, 1948–2021",2026,0
IT84,29,Gender,female,2026,0
IT85,29,,"Hung Liu’s artistic training began in the Socialist Realist style of painting in the People's Republic of China, attending the Beijing Teachers’ College and Central Academy of Fine Arts in Beijing. In 1984, she sought a way out of Mao Zedong’s communist regime and continued her artistic pursuits in the U.S. After studying with historian Moira Roth and artist Allan Kaprow at the University of California, San Diego (1984-86), Liu cultivated a conceptual approach that interrogated the complexities of history, political revolution, and displacement through painting-centered, multimedia works. She fostered deep connections to the San Francisco Bay Area arts community during her extensive years of teaching at Mills College (1990-2014) in Oakland, California. In 2022, the National Portrait Gallery held Liu’s posthumous retrospective exhibition, showcasing an extensive collection of her portraits that honored individuals overlooked amid social upheaval and largely forgotten by history, drawing on personal, historical, and archival sources.",2026,2
IT86,29,wikidata_id,"Hung Liu (劉虹) (17 February 1948 – 7 August 2021) was a Chinese-born American contemporary artist. She was predominantly a painter, but also worked with mixed-media and site-specific installation and was also one of the first artists from China to establish a career in the United States.

A ten-year retrospective of Liu's work traveled nationally in the U.S. in 1998 and 1999. Summoning Ghosts: The Art of Hung Liu was a retrospective collection of Liu's work with paintings from more than 40 collections displayed.",2026,1
IT87,28,ArtistBio,"American, born 1972",2026,0
IT88,28,Gender,female,2026,0
IT89,28,wikidata_id,"Patty Chang (born February 3, 1972, in San Leandro, California) is an American performance artist and film director living and working in Los Angeles, California. Originally trained as a painter, Chang received her Bachelor of Arts at the University of California, San Diego. It wasn't until she moved to New York that she became involved with performance art.

She has staged solo shows nationally and internationally, including at Jack Tilton Gallery, New York (1999), Museo National de Reina Sofia, Madrid (2000), the Hammer Museum, Los Angeles, Museum of Contemporary Art, Chicago, and the New Museum, New York (all 2005), Flotsam Jetsam with longtime collaborator David Kelley at the Museum of Modern Art, New York (2014), the Queens Museum (2017-18), the Museum of Fine Arts in Boston (2020), and Pioneer Works in Brooklyn (2021).
",2026,1
IT90,27,,"Tom Nakashima is an artist and educator whose paintings, prints, collages, and sculptures address concerns of war and ecological destruction. Juxtaposing motifs from European, American, and Japanese art, Nakashima developed a body of heavily allegorical works that reflect the complexities of his religious upbringing, biracial identity, and concerns for nuclear proliferation.

Nakashima was born in Seattle’s Japantown in 1941, shortly before his father, a secondgeneration Japanese American, was drafted as a surgeon for the US Army Medical Corps. When Executive Order 9066 was issued the following year, his family was stationed at Camp Chaffee, Arkansas, and exempted from forced removal, unlike many of their relatives who were incarcerated at Minidoka and Tule Lake War Relocation Centers in Jerome, Idaho, and Modoc County, California, respectively. Nakashima eventually grew up in Dubuque, Iowa, raised as a Roman Catholic by his mother of German, Irish, and Jewish ancestry.

Nakashima’s aspirations of becoming an artist took shape during summer visits to New Hope, Pennsylvania, where his uncle, the architect, woodworker, and designer George Nakashima, settled after the war. There, Nakashima became familiar with the art of his uncle’s contemporaries, such as Harry Bertoia, Morris Graves, Isamu Noguchi, and Ben Shahn. After serving in the 101st Airborne Division of the US Army (1960-63), Nakashima pursued his academic training at Loras College in Dubuque, Iowa (1963-67), and the University of Notre Dame in Indiana (1967-69). Early in his career, Nakashima made large-scale abstract paintings, counting Barnett Newman as his most significant influence.

By the early 1980s, Nakashima became increasingly engaged with his Japanese heritage and experimented with a more representational style. Beginning with the series Standing on Ground Zero (1982–85), he developed a visual vocabulary referred to Giotto’s architectural structures, Matisse’s nude figures, and Jasper Johns’s targets, alongside images of cages, suspended fish, Buddhist and Hindu iconography. His compositions often incorporated or were painted onto three-dimensional structures, such as wooden boxes and Japanese folding screens. His nuanced reflection on the contradictory nature of sanctuaries, as both protective and confining, emerged as a prominent theme in his practice.

Since 1999, Nakashima pivoted to portraying piles of destroyed orchard trees, abandoned farm structures, and their debris as remnants of housing development projects that he encountered and photographed in Virginia. For the Treepile series, Nakashima further emphasizes his use of the grid system that allows him to work on expansive surfaces of collaged paper, canvas, or wood panels through small square portions. The resulting complex but forlorn imagery of entangled branches alludes to our artificial order imposed onto nature, as seen in bonsai and vanitas paintings, which expands his consideration for sanctuaries in environmental and ecological terms.

Based in the Mid-Atlantic region since the 1970s, Nakashima has exhibited both locally and internationally. His works became widely known especially after his participation in the pivotal exhibition The Decade Show: Frameworks of Identity in the 1980s, organized between three institutions in New York City, the Museum of Contemporary Hispanic Art, the New Museum of Contemporary Art, and the Studio Museum in Harlem, in 1990. In addition to his prolific artistic practice, Nakashima held an extensive teaching career at the Columbus College of Art & Design, Columbus, Ohio (1969-73), West Virginia University, Morgantown, West Virginia (1973-81), the Catholic University of America, Washington, DC (1981–2002) and Augusta University, Augusta, Georgia (2002–10).",2026,2
IT91,25,,"Born in Washington. Painter of Japanese descent who has been a diligent arts educator most of his life.

Nora Panzer, ed. Celebrate America in Poetry and Art (New York and Washington, D.C.: Hyperion Paperbacks for Children in association with the National Museum of American Art, Smithsonian Institution, 1994)


More Information
Artist Biography
Roger Shimomura, a third-generation Japanese American, creates paintings and performance pieces blending an ironic mixture of Japanese imagery and American popular culture. A native of Seattle, he and his family were removed to an internment camp for Japanese Americans during World War II. Over the past decade, much of Shimomura's work has been devoted to exploring the emotional and psychological hardships of the internment experience, based on the diaries of his grandmother. More recently, however, he has taken a more lighthearted approach to the serious themes of xenophobia, racism, and cross-cultural interface.

Jacquelyn Days Serwer, with contributions by Jonathan P. Binstock, Andrew Connors, Gwendolyn H. Everett, and Lynda Roscoe Hartigan American Kaleidoscope: Themes and Perspectives in Recent Art (Washington, D.C.: National Museum of American Art, 1996

Luce Artist Biography
Roger Shimomura was born three years before President Roosevelt's executive order mandated the internment of 120,000 Japanese Americans during World War II. When the family was released, they lived for a time in South Chicago, but returned to Seattle in 1945, settling in Nihonmachi, a district of Japanese American residents (Roger Shimomura: Return of the Yellow Peril, exhibition catalogue, Cheney Cowles Museum, 1993). The artist attended the University of Washington and earned a graduate degree from Syracuse University. Shimomura's paintings, which combine American pop culture images with Japanese woodblock prints, are inspired by his own experiences of racism and by the diaries that his grandmother kept over a period of fifty-six years. He began teaching at Kansas University in 1969, where he was legendarily tough on his students. Shimomura retired in 2004 after thirty-five years in Lawrence.",2026,2
IT92,25,,"Also known as
Roger Yutaka Shimomura
Born
Seattle, Washington, United States
Active in
Lawrence, Kansas, United States",2026,2
IT93,25,ulan_url,"American installation artist, born 1939",2026,3
IT94,25,wikidata_id,"Roger Shimomura (born Roger Yutaka Shimomura in 1939 in Seattle) is an American artist and a retired professor at the University of Kansas, having taught there from 1969 to 2004. His art, showcased across the United States, Japan, Canada, Mexico, and Israel, often combines American popular culture, traditional Asian tropes, and stereotypical racial imagery to provoke thought and debate on issues of identity and social perception.",2026,1
IT95,25,,"American, born 1939",2026,5
